編號,來源,漢字
1975,罕音_上半,另外彼三个對後壁捒牛尻川，按呢捒一下thōm一步，舞一晡才上車。
1976,罕音_上半,手內提彼張批紙，那讀目屎那tho̍p-tho̍p滴。
1977,罕音_上半,就算目睭看甲欲挩窗，猶是只看著密密的烏點。
1978,罕音_上半,𪜶老爸提來做筊本矣。
1979,罕音_上半,公家的退休金平均八萬，一般勞工是兩萬二。
1980,罕音_上半,因為今年量少，澎湖的拍賣市場逐家相爭買塗魠魚。
1981,罕音_上半,一擺閣一擺，臺鐵不時咧脫箠，緊縒慢會出代誌。
1982,罕音_上半,頂禮拜臺大人類學系的某乜教授，紹介這个石杵已經有萬外年。
1983,罕音_下半,毋過有一个阿伯仔伊真凍霜，算盤擉擉咧講：「Aih-iah，按呢毋通！」
1984,罕音_下半,這對老tiâng-siū翁仔某牽手規世人，做伙守護這段珍貴的愛情。
1985,罕音_下半,導演楊雅哲邀請信樂團的前主唱信佮十幾个義工，鬥翕反核廣告。
1986,罕音_下半,翁毋挃某，某毋挃翁。
1987,罕音_下半,佇左營的宏南、宏毅宿舍包括無仝時期的建築設計，是全台灣從到今上完整的社區。
1988,罕音_下半,因為血癌定定需要化療，治療過程予伊疼搐搐。
1989,罕音_下半,放榜了後才來，毋敢佮人相tòm頭。
1990,罕音_下半,請你佇「tonn」一聲了後開始留話，多謝。
1991,罕音_下半,伊講橄欖滋味誠讚，小可甘甜甘甜，食著喙齒瀾to̍p-to̍p津。
1992,罕音_下半,因為過敏，致使掛手指的倒手尾二指腫甲佮煙腸平大。
1993,罕音_下半,路欲齊tsánn上緊嘛是明年年中。
1994,罕音_下半,求你予歹人見笑，予𪜶佇陰間靜tsauh-tsauh。
1995,罕音_下半,咱人若著生驚，心臟phi̍h-pho̍k-tsháinn、喘大氣，手自然會去挲捋家己的胸坎。
1996,罕音_下半,這時又閣放炮、大鑼大鼓，tshinn-tshinn錚錚。
1997,罕音_下半,我的奶水嘈嘈滴。
1998,罕音_下半,你莫嚇驚我，害我心肝嚓一下。
1999,罕音_下半,有錢的查埔人娶三妻四妾是真四常的代誌。
2000,罕音_下半,規路廣播電台佇我耳空邊tshia̍uh-tshia̍uh叫，話講袂停。
2001,罕音_下半,欲予人請，逐家攏穿甲hóng-tshiauh-tshiauh。
2002,罕音_下半,佇遠遠有聽著幾个婦人人tshinnh-tshinnh的聲。
2003,罕音_下半,𪜶兜彼張眠床是六尺五尺的，抑是六尺四方的？
2004,罕音_下半,法院已經發出通緝令，洪先生插翼都難飛。
2005,罕音_下半,隔壁阿伯ha-tshiuh一下煞閃著腰。
2006,罕音_下半,Há-tshiuh遐大聲是欲死人hiooh。
2007,罕音_下半,伊tshi̍h-tshi̍h-tshn̍gh-tshn̍gh咧吼，你敢攏無聽eh？
2008,罕音_下半,咱敢著閣煩惱後擺伊會無要無意就剉樹仔，拆歷史建築？
2009,罕音_下半,鹽一撮仔就好矣。
2010,罕音_下半,啊這條錢敢提會tshuaih？
2011,罕音_下半,我已經分會tshuái方向 。
2012,罕音_下半,我已經分會tshua̋i方向 。
2013,罕音_下半,你就門乎tsua̋nn攏閂閂起來。
2014,罕音_下半,聽伊哭甲真慘慼，死翁頭殼插白花。想欲閣問一句話，驚予伊嘛袂曉說。
2015,罕音_下半,目睭眵眵，便所看做hoo-thé-luh。
2016,罕音_下半,請你共薰焠予花。
2017,罕音_下半,湯傷滇，我無細膩tsiak著你的褲。
2018,罕音_下半,今仔日PM二點五誠懸，逐家門攏關甲密喌喌。
2019,罕音_下半,佇遐看的人，也是三三五五，tshinnh-tshinnh-tsngh-tsngh。
2020,罕音_下半,輾輾咧、跩跩咧，無到五分鐘稻草辮出花字。
2021,罕音_下半,火tsua̋inn燒了了。
2022,罕音_下半,逐家攏是頭一擺佈田，結果就是秧仔插甲歪歪tsuāi-tsuāi。
2023,罕音_下半,親像甜粿、八寶飯等年節食物，攏愛用秫米來做。
2024,罕音_下半,伊予阿公倖歹矣，不時佇遐受氣張掇。
2025,罕音_下半,伊的面膨皮膨皮，tuainn-tuainn-tuainn。
2026,罕音_下半,人毋是伊刣的，伊落尾無hông關，就按呢tuaih。
2027,罕音_下半,猶毋過因為天氣䆀，無法度閣飛tuài臺灣。
2028,罕音_下半,𪜶共千百年的封建制度拍破，開創日本現代化的基礎，尾仔官僚佮政客奪取成果。
2029,罕音_下半,一下聽講衛生紙欲起價，逐家攏買來囤厝內。
2030,罕音_下半,你行路哪會怪怪，敢是去𨂿著。
2031,罕音_下半,伊頭一擺出門做生理，沿烏寒的街仔路ua̍innh-ua̍innh仔行，喙齒根咬甲khia̍k-khia̍k叫，毋敢大聲喝賣。
2032,罕音_下半,恁兩箍行路ua̍innh咧ua̍innh咧，行較緊咧啦！
2033,罕音_下半,竹仔發出「嚶嚶uāinn-uāinn」的聲。
2034,罕音_下半,產婆腹肚撨了後，囡仔生落塗跤兜，隨時哭甲uannh-uannh吼。
2035,罕音_下半,聽講囡仔人拍噎仔較𠢕大。
2036,罕音_下半,聽講囡仔人呼噎仔較𠢕大。
2037,罕音_下半,𪜶手下假滇狂，佇城門的門扇亂寫亂劃。
